index,snippet,found
39207,"j'ai reçu plusieurs demandes de rappel au règlement. mais auparavant, je crois que chacune et chacun souhaitaient que la présidente de la commission d",False
39208,"chers collègues, comme vous le savez, la commission des lois s'est réunie hier pour demander à l'unanimité à se voir octroyer les pouvoirs d'une commi",True
39231,"merci, madame la présidente !",True
40578,"(à dix-huit heures cinquante-cinq, mme carole bureau-bonnard remplace m. françois de rugy au fauteuil de la présidence.)",False
40829,voici le résultat du scrutin :nombre de votants 75nombre de suffrages exprimés 71majorité absolue 36pour l'adoption 17contre 54,False
40986,"(à vingt-deux heures cinquante-cinq, mme annie genevard remplace mme carole bureau-bonnard au fauteuil de la présidence.)",False
41064,voici le résultat du scrutin :nombre de votants 81nombre de suffrages exprimés 80majorité absolue 41pour l'adoption 25contre 55,False
41145,voici le résultat du scrutin :nombre de votants 64nombre de suffrages exprimés 64majorité absolue 33pour l'adoption 41contre 23,False
41206,voici le résultat du scrutin :nombre de votants 68nombre de suffrages exprimés 57majorité absolue 29pour l'adoption 44contre 13,False
41365,voici le résultat du scrutin :nombre de votants 57nombre de suffrages exprimés 50majorité absolue 26pour l'adoption 49contre 1,False
41809,"(la séance, suspendue à seize heures vingt, est reprise à seize heures trente-cinq, sous la présidence de m. sylvain waserman.)",False
47847,"(la séance, suspendue à dix-neuf heures cinq, est reprise à dix-neuf heures quarante, sous la présidence de mme annie genevard.)",False
48446,"(la séance, suspendue à seize heures dix, est reprise à seize heures vingt-cinq, sous la présidence de m. hugues renson.)",False
48511,"à dix-sept heures cinq, mme carole bureau-bonnard remplace m. hugues renson au fauteuil de la présidence.)",False
48957,"(à dix-huit heures vingt-cinq, m. richard ferrand remplace mme carole bureau-bonnard au fauteuil de la présidence.)",False
48964,"(la séance, suspendue à dix-huit heures quarante, est reprise à dix-huit heures cinquante-cinq, sous la présidence de m. hugues renson.)",False
50833,la commission a supprimé l'article 10 decies.,True
51311,,False
52603,"la parole est à m. olivier faure, pour un rappel au règlement.",True
52604,"à la suite de ce que vient de dire delphine batho, et même si nous n'en traiterons pas maintenant, je souhaiterais que la conférence des présidents re",True
53891,"(la séance, suspendue à seize cinq, est reprise à seize heures vingt-cinq, sous la présidence de m. hugues renson.)",False
54168,"(à dix-huit heures cinq, mme carole bureau-bonnard remplace m. hugues renson au fauteuil de la présidence.)",False
55235,"(à dix-huit heures, m. maurice leroy remplace mme carole bureau-bonnard au fauteuil de la présidence.)",False
55646,"(la séance, suspendue à dix-sept heures cinquante, est reprise à dix-huit heures cinq, sous la présidence de m. marc le fur.)",False
56570,"(la séance, suspendue à dix-sept heures, est reprise à dix-sept heures quinze, sous la présidence de mme annie genevard.)",False
57012,"en france, l'école est obligatoire jusqu'à 16 ans : on considère que, jusqu'à cet âge, on est capable de décider pour des mineurs, qui ne sont pas néc",True
61133,"et ce que disent les amendements, c'est non pas que les banques n'encourent aucune sanction et qu'il convient d'en introduire une ; ils disent que, dè",True
61134,"il se trouve qu'une autorité de supervision des banques, en l'espèce l'autorité de contrôle prudentiel et de résolution, l'acpr, dispose déjà d'un pou",True
61671,voici le résultat du scrutin : nombre de votants 561 nombre de suffrages exprimés 542 majorité absolue 272 pour l'adoption 415 contre 127,True
61697,"(à dix-huit heures vingt, m. sacha houlié remplace m. françois de rugy au fauteuil de la présidence.)",False
62508,très bien !,True
62509,"…et ce, quelles que soient les ressources dont disposent ses parents. (applaudissements sur les bancs du groupe modem et sur plusieurs bancs du groupe",False
62513,c'est valls qui déteste les familles !,True
62514,"mme la ministre des solidarités et de la santé, mme buzyn, a présenté des priorités fortes en matière de politique familiale, que nous saluons et que ",True
62522,c'est une erreur.,True
62523,"elle s'adresse à tous les parents qui élèvent seuls leurs enfants et qui rencontrent, plus que les autres, des difficultés à concilier vie professionn",True
62527,vous ne répondez pas à la question !,True
62528,c'est pourquoi j'ai décidé d'orienter ma politique familiale autour de deux grands axes : un soutien renforcé aux familles qui en ont le plus besoin e,True
62529,ce n'est pas la question !,True
62530,qu'en est-il de la politique des allocations familiales ? cette question doit être posée en dehors de tout combat idéologique.,True
62570,"(la séance, suspendue à seize heures cinq, est reprise à seize heures trente, sous la présidence de m. hugues renson.)",False
63709,"(à dix-sept heures quarante-cinq , m. sacha houlié remplace m. françois de rugy au fauteuil de la présidence.)",False
63802,"(à vingt heures, m. hugues renson remplace m. sacha houlié au fauteuil de la présidence.)",False
64973,l'ordre du jour appelle la discussion de la proposition de loi de m. arnaud viala et plusieurs de ses collègues visant à restaurer la compétitivité de,True
66398,"(à dix-sept heures cinquante, m. hugues renson remplace m. françois de rugy au fauteuil de la présidence.)",False
66399,"la parole est à m. didier martin, rapporteur pour avis de la commission des affaires économiques.",True
67647,"(la séance, suspendue à seize heures cinq, est reprise à seize heures vingt-cinq, sous la présidence de mme cendra motin.)",False
67797,"(à dix-huit heures cinq, mme carole bureau-bonnard remplace mme cendra motin au fauteuil de la présidence.)",False
67825,"(à dix-huit heures quinze, mme cendra motin remplace mme carole bureau-bonnard au fauteuil de la présidence.)",False
70652,"si nous n'avons pas le droit de nous exprimer, nous avons au moins un droit qui nous reste : celui de suspendre la séance. je demande donc une suspens",True
73420,"(à onze heures cinquante-cinq, mme cendra motin remplace m. sacha houlié au fauteuil de la présidence.)",False
74752,"(à vingt-trois heures cinquante-cinq, m. françois de rugy remplace mme cendra motin au fauteuil de la présidence.)",False
75759,"(à dix-sept heures cinquante , mme carole bureau-bonnard remplace m. françois de rugy au fauteuil de la présidence.)",False
76457,"(la séance, suspendue à seize heures cinq, est reprise à seize heures vingt-cinq, sous la présidence de m. sylvain waserman.)",False
77873,"(à onze heures vingt, mme carole bureau-bonnard remplace mme danielle brulebois au fauteuil de la présidence.)",False
78635,"(à dix-neuf heures cinq, mme cendra motin remplace mme danielle brulebois au fauteuil de la présidence.)",False
79662,voici le résultat du scrutin : nombre de votants 69 nombre de suffrages exprimés 67 majorité absolue 33 pour l'adoption 66 contre 1,True
79969,voici le résultat du scrutin : nombre de votants 81 nombre de suffrages exprimés 80 majorité absolue 41 pour l'adoption 32 contre 48,True
80025,voici le résultat du scrutin : nombre de votants 85 nombre de suffrages exprimés 84 majorité absolue 43 pour l'adoption 51 contre 33,True
82363,"(la séance, suspendue à dix-sept heures, est reprise à dix-sept heures quinze, sous la présidence de m. sacha houlié.)",False
82695,"(à dix-neuf heures quarante-cinq, mme carole bureau-bonnard remplace m. sacha houlié au fauteuil de la présidence.)",False
83706,"(à vingt-deux heures dix, m. sacha houlié remplace mme carole bureau-bonnard au fauteuil de la présidence.)",False
83813,l'amendement suivant n'a rien à voir avec celui-ci !,False
84663,"la parole est à mme marietta karamanli, pour le groupe nouvelle gauche.",True
84664,"monsieur le président, monsieur le ministre d'état, ministre de l'intérieur, chers collègues, les crédits de la mission « sécurités » pour 2018 montre",True
85285,"(à dix-huit heures quarante-cinq , m. hugues renson remplace m. françois de rugy au fauteuil de la présidence.)",False
85954,"(la séance, suspendue à seize heures dix, est reprise à seize heures quarante, sous la présidence de m. sacha houlié.)",False
86023,"mes chers collègues, voici le résultat du scrutin pour l'élection des deux vice-présidents.nombre de votants : 425bulletins blancs ou nuls : 64nombre ",False
86024,nous reprenons l'examen des crédits relatifs à l'action extérieure de l'état.,False
86025,"la parole est à m. alain david, pour le groupe nouvelle gauche.",True
86273,"(à vingt-deux heures trente, mme carole bureau-bonnard remplace m. sylvain waserman au fauteuil de la présidence.)",False
86720,"la parole est à m. denis masséglia, pour le groupe la république en marche.",True
86746,"(la séance, suspendue à seize heures dix, est reprise à seize heures vingt-cinq, sous la présidence de m. sylvain waserman.)",False
86899,"(à dix-huit heures dix , m. sacha houlié remplace m. sylvain waserman au fauteuil de la présidence.)",False
87844,"(à dix heures quarante, m. françois de rugy remplace mme carole bureau-bonnard au fauteuil de la présidence.)",False
89343,"(à dix-sept heures quarante, m. marc le fur remplace m. sylvain waserman au fauteuil de la présidence.)",False
89352,"(à dix-sept heures cinquante, m. sylvain waserman remplace m. marc le fur au fauteuil de la présidence.)",False
90075,"tout est dit, effectivement ! merci, ma chère collègue.",False
90076,ce rapport pourrait être rédigé par un groupe de travail associant quatre représentants de l'administration et quatre représentants d'associations.,True
90318,"(la séance, suspendue à seize heures dix, est reprise à seize heures vingt-cinq, sous la présidence de m. marc le fur.)",False
91244,la suite de la discussion est renvoyée à la prochaine séance.,True
91547,"(la séance, suspendue à seize heures vingt-cinq, est reprise à seize heures trente, sous la présidence de m. sacha houlié.)",False
93599,"(à dix-sept heures dix, m. sylvain waserman remplace mme annie genevard au fauteuil de la présidence.)",False
93928,"(à dix-neuf heures, m. sacha houlié remplace m. sylvain waserman au fauteuil de la présidence.)",False
96724,caricatural !,True
96731,j'en suis persuadé !,True
96732,"…nous tenons à eux, et ils bénéficieront quand même, ne l'oublions pas, d'une augmentation de salaire de 4 % cette année.certes, un certain nombre de ",False
96742,très bien !,True
96901,"(à dix-neuf heures quinze, m. sacha houlié remplace m. françois de rugy au fauteuil de la présidence.)",False
97238,"monsieur le président, vous avez mis l'amendement aux voix trop vite ! si vous ne me donnez pas la parole, je demanderai une suspension de séance !",False
97548,"(la séance, suspendue à dix-sept heures cinq, est reprise à dix-sept heures quinze, sous la présidence de m. hugues renson.)",False
97986,"nous proposons, quant à nous, qu'un dialogue social performant se poursuive dans la durée. c'est la raison pour laquelle nous proposons de remettre en",True
98467,"(la séance, suspendue à seize heures vingt-cinq, est reprise à seize heures trente-cinq, sous la présidence de m. sylvain waserman.)",False
100057,(la séance est ouverte à quinze heures.),False
101492,"(à dix-neuf heures dix, mme annie genevard remplace mme carole bureau-bonnard au fauteuil de la présidence.)",False
101950,"(la séance, suspendue à seize heures cinquante-cinq, est reprise à dix-sept heures dix, sous la présidence de mme carole bureau-bonnard.)",False
104733,"(à vingt-deux heures trente-cinq, m. sacha houlié remplace m. marc le fur au fauteuil de la présidence.)",False
106316,"(la séance, suspendue à seize heures cinq, est reprise à seize heures trente, sous la présidence de mme annie genevard.)",False
107743,"(la séance, suspendue à seize heures dix, est reprise à seize heures trente, sous la présidence de m. marc le fur.)",False
109195,"(la séance, suspendue à quinze heures, est reprise à quinze heures quinze, sous la présidence de m. françois de rugy.)",False
109213,"(à quinze heures vingt-cinq, mme carole bureau-bonnard remplace m. françois de rugy au fauteuil de la présidence.)",False
109253,"(à seize heures, m. sacha houlié remplace mme carole bureau-bonnard au fauteuil de la présidence.)",False
110310,nous avons achevé l'examen des articles de la proposition de loi.,True
111715,"(à neuf heures quarante-cinq, m. sylvain waserman remplace m. marc le fur au fauteuil de la présidence.)",False
112139,"(la séance, suspendue à dix-sept heures cinq, est reprise à dix-sept heures quinze, sous la présidence de mme carole bureau-bonnard.)",False
113007,"(la séance, suspendue à seize heures dix, est reprise à seize heures vingt-cinq, sous la présidence de mme carole bureau-bonnard.)",False
116836,"la parole est à mme valérie rabault, pour soutenir le sous-amendement no 60.",False
117024,"merci, madame la présidente !",True
117437,"(la séance, suspendue à douze heures cinq, est reprise à douze heures dix, sous la présidence de m. hugues renson.)",False
117715,"(la séance, suspendue à dix-sept heures cinq, est reprise à dix-sept heures vingt, sous la présidence de mme carole bureau-bonnard.)",False
118187,il n'est pas interdit de réfléchir !,False
118188,"…mais le message politique consistant, en plus de l'annulation de l'impôt, à réserver un avantage au titre de l'année 2018 aux seuls propriétaires des",False
118208,très bien !,True
118217,mais ce n'est pas de nature législative !,False
118218,"tous les centres des finances publiques ne sont pas prêts à engager une telle démarche. par ailleurs, je ne voudrais surtout pas que mon sous-amendeme",True
118223,très bien !,True
118790,"(la séance, suspendue à seize heures cinq, est reprise à seize heures vingt, sous la présidence de m. hugues renson.)",False
119085,"(l'amendement no 116, accepté par le gouvernement, est adopté.)",False
120439,"(la séance, suspendue à seize heures quinze , est reprise à seize heures quarante, sous la présidence de m. sylvain waserman.)",False
120820,très bien !,True
120827,elle a été supprimée !,True
120828,mangent-ils des enfants ?,False
120829,bénéficieront-ils de la suppression de cette dernière ? quelles poursuites seront engagées contre eux ?mme gourault a admis que les zadistes s'armaien,False
120831,"irez-vous au devant des zadistes, qui se livrent à un chantage à la violence ou, au contraire, prendrez-vous des dispositions pour sanctionner ces occ",False
120839,et l'intérêt des étudiants ?,False
120840,"par ailleurs, vous avez tout à fait raison de considérer que l'accès à l'enseignement supérieur est un droit constitutionnel ; celui-ci a d'ailleurs é",True
120841,je viens de dire le contraire ! soyez un peu honnête !,False
120843,vous devriez créer des places dans les universités !,False
120844,"pour notre part, nous mettons en place un autre dispositif. j'ai bien compris que vous pensiez que j'allais accuser le système précédent pour mieux ju",True
120845,ce n'est pas ce que disent les enseignants!,False
120846,"d'abord, les élèves, aujourd'hui, contrairement à ce qui se passait auparavant, sont conseillés : c'est une réalité que vous ne pouvez pas nier. de fa",False
121144,"(la séance, suspendue à seize heures quinze, est reprise à seize heures trente-cinq, sous la présidence de m. hugues renson.)",False
122967,"(la séance, suspendue à seize heures dix, est reprise à seize heures vingt-cinq, sous la présidence de mme annie genevard.)",False
123066,"(à dix-sept heures quarante-cinq, m. hugues renson remplace mme annie genevard au fauteuil de la présidence.)",False
124278,"(la séance, suspendue à seize heures cinq, est reprise à seize heures vingt, sous la présidence de mme carole bureau-bonnard.)",False
129167,"(la séance, suspendue à seize heures quinze, est reprise à seize heures vingt-cinq, sous la présidence de m. sylvain waserman.)",False
131008,"(la séance, suspendue à seize heures cinq, est reprise à seize heures vingt-cinq, sous la présidence de m. hugues renson.)",False
131856,"(la séance, suspendue à dix-sept heures quinze, est reprise à dix-sept heures vingt, sous la présidence de m. hugues renson.)",False
132955,"(la séance, suspendue à seize heures cinquante-cinq, est reprise à dix-sept heures cinq, sous la présidence de m. yves jégo.)",False
134107,"(la séance, suspendue à seize heures dix, est reprise à seize heures vingt-cinq, sous la présidence de m. marc le fur.)",False
136084,"(la séance, suspendue à seize heures cinquante-cinq, est reprise à dix-sept heures cinq, sous la présidence de m. marc le fur.)",False
136196,"(à vingt et une heures quarante-cinq, m. sylvain waserman remplace m. marc le fur au fauteuil de la présidence.)",False
136209,"(à vingt et une heures cinquante-cinq, m. marc le fur remplace m. sylvain waserman au fauteuil de la présidence.)",False
136542,"(la séance, suspendue à seize heures cinq, est reprise à seize heures vingt, sous la présidence de m. marc le fur.)",False
137115,"(à douze heures, mme annie genevard remplace m. marc le fur au fauteuil de la présidence.)",False
138125,c'est du blabla !,True
138139,amen !,True
138140,"tels sont les mots qu'emmanuel macron, candidat à la présidence de la république, prononçait il y a tout juste un an, à vos côtés, lors de la présenta",True
138153,ce n'est pas un stade ici ! nous ne sommes pas des supporters !,False
138167,lequel ?,True
138168,"nous voulons construire, à partir de ces notions, une nouvelle justice plus proche du justiciable afin d'améliorer le service public rendu à l'ensembl",True
138181,il faut poser des actes demain !,False
138182,oui ! votez la proposition de loi buffet !,False
138183,quelle est la situation aujourd'hui ? un écart global de 25 % subsiste entre le salaire des femmes et celui des hommes – il est de 9 % à travail égal.,True
138213,"c'est vous qui l'avez voté, le cice !",False
138214,le groupe carrefour reste d'ailleurs bien discret sur le montant qui lui a été versé par l'état au titre du cice depuis 2013.,True
138221,très bien !,True
138225,c'est un séminaire socialiste ?,False
138257,c'est honteux !,True
138258,"je ne sais pas où trouver ce cas, car la moyenne de la taxe d'habitation au puy-en-velay pour de tels couples est au minimum de plus de 700 euros. (mê",False
138267,soyez modeste !,True
138298,"(la séance, suspendue à seize heures quinze, est reprise à seize heures vingt-cinq, sous la présidence de m. sylvain waserman.)",False
138333,"(à dix-sept heure cinq, m. marc le fur remplace m. sylvain waserman au fauteuil de la présidence.)",False
138393,"(à dix-sept heures dix-neuf, m. sylvain waserman remplace m. marc le fur au fauteuil de la présidence.)",False
139712,"chers collègues, ne vous inquiétez pas de la disparition du compteur du tableau d'affichage. en attendant que ce problème technique soit réglé, je peu",True
139879,"(la séance, suspendue à seize heures quinze, est reprise à seize heures trente-cinq, sous la présidence de m. hugues renson.)",False
140240,"(la séance, suspendue à seize heures cinqua nte-cinq, est reprise à dix-sept heures cinq, sous la présidence de m. hugues renson.)",False
141120,"(la séance, suspendue à seize heures quinze, est reprise à seize heures trente, sous la présidence de mme carole bureau-bonnard.)",False
144792,"(la séance, suspendue à dix-sept heures cinq, est reprise à dix-sept heures quinze , sous la présidence de mme carole bureau-bonnard.)",False
145530,"(la séance, suspendue à seize heures dix, est reprise à seize heures vingt, sous la présidence de m. hugues renson.)",False
146951,"(la séance, suspendue à seize heures dix, est reprise à seize heures trente, sous la présidence de mme annie genevard.)",False
147046,pas de ministre ?,False
147515,"(la séance, suspendue à seize heures dix, est reprise à seize heures vingt-cinq, sous la présidence de m. hugues renson.)",False
147530,"(à seize heures quarante, m. sylvain waserman remplace m. hugues renson au fauteuil de la présidence.)",False
148665,"(à quinze heures cinquante-cinq, mme carole bureau-bonnard remplace m. yves jégo au fauteuil de la présidence.)",False
150720,"(la séance, suspendue à seize heures dix, est reprise à seize heures trente, sous la présidence de m. hugues renson.)",False
152202,"(la séance, suspendue à seize heures dix, est reprise à seize heures trente, sous la présidence de m. marc le fur.)",False
153752,(le projet de loi est adopté.),False
155132,"(la séance, suspendue à dix-sept heures dix, est reprise à dix-sept heures vingt-cinq, sous la présidence de mme annie genevard.)",False
156335,"(la séance, suspendue à seize heures dix, est reprise à seize heures vingt, sous la présidence de m. sylvain waserman.)",False
156398,"(à dix-sept heures trente, mme carole bureau-bonnard remplace m. sylvain waserman au fauteuil de la présidence.)",False
157948,"(à quinze heures vingt-cinq, mme carole bureau-bonnard remplace m. françois de rugy au fauteuil de la présidence.)",False
162702,"allez, 1 million même !",False
162712,ils ont déjà repris vos idées : il ne faut pas non plus en demander trop !,False
162713,"là, nous allons faire en sorte que des personnes qui ont été déboutées de toutes les procédures puissent rester en france, suivant certaines modalités",True
162722,mais non ! on ne peut pas dire ça !,True
162766,très bien !,True
162795,c'est l'efficacité du nouveau monde !,False
162796,"on nous annonce également que nous siégerions jusqu'au mois d'août, dans le cadre d'une session extraordinaire très intense, alors qu'il y a encore qu",False
165032,"(la séance, suspendue à dix-huit heures dix, est reprise à dix-huit heures quinze, sous la présidence de m. françois de rugy.)",False
166302,"(à dix-sept heures quinze , mme carole bureau-bonnard remplace m. françois de rugy au fauteuil de la présidence.)",False
167101,"(la séance, suspendue à seize heures dix, est reprise à seize heures vingt-cinq, sous la présidence de m. yves jégo.)",False
168271,"(la séance, suspendue à seize heures cinq, est reprise à seize heures vingt, sous la présidence de m. yves jégo.)",False
168518,"(à dix-huit heures dix, m. sylvain waserman remplace m. yves jégo au fauteuil de la présidence.)",False
168587,"(à dix-huit heures trente, m. françois de rugy remplace m. sylvain waserman au fauteuil de la présidence.)",False
170113,"(la séance, suspendue à seize heures quinze, est reprise à seize heures trente, sous la présidence de m. hugues renson.)",False
171016,"(la séance, suspendue à seize heures dix, est reprise à seize heures vingt-cinq, sous la présidence de mme annie genevard.)",False
171261,"(à dix-sept heures cinquante, m. marc le fur remplace mme annie genevard au fauteuil de la présidence.)",False
