index,snippet,found
315,"choisir, ce n'est pas affirmer la volonté d'en finir avec la taxe d'habitation, impôt injuste, et, en même temps, prévoir de le faire supporter aux co",False
317,"choisir, ce n'est pas crier au monde que nous devons rendre notre planète « great again » et, en même temps, envisager de revenir sur l'interdiction d",False
319,menteur !,True
320,"il n'y a qu'un « en même temps » que je regrette de ne pas avoir entendu : on ne peut réformer la puissance publique sans, en même temps, évoquer la t",False
322,"la parole est à m. gilbert barbier, pour le groupe rassemblement démocratique et social européen du sénat.",False
323,"monsieur le président du congrès, à l'issue de votre élection à la présidence de l'assemblée nationale, la semaine dernière, vous déclariez : « nous a",False
325,"le 8 mai dernier, les français ont fait le choix de porter à la présidence de la république un homme qui s'est affranchi des partis politiques traditi",False
326,"la france est aussi un territoire en proie à des fractures sociales, culturelles et numériques. à côté du monde urbain, il y a le monde rural, des ter",False
328,"la parole est à m. philippe adnot, sénateur non inscrit.",False
329,"je vous prie, monsieur le premier ministre, de saluer le président de la république de ma part et de lui dire qu'il a prononcé un discours très beau, ",False
332,la séance est levée.,True
1816,je mets aux voix l'ensemble du projet de loi.,True
1818,voici le résultat du scrutin :,True
2892,"mes chers collègues, je précise que nous avons examiné 50 amendements, à la vitesse moyenne de 15 amendements à l'heure, et qu'il en reste 291.",True
5457,"ce peut être une bonne solution, à condition que les choses soient bien encadrées par les partenaires sociaux. or moi je fais confiance au dialogue so",True
5760,cet amendement vise à substituer à un décret en conseil d'état un décret simple pour la fixation des critères qui président au calcul de l'indemnité d,True
5761,quel est l'avis du gouvernement ?,True
5762,"légiférer, c'est déterminer la meilleure solution, de façon pragmatique, cohérente avec ses valeurs, en écoutant à la fois la concertation sociale et ",True
10182,je mets aux voix la motion de rejet préalable sur le projet de loi organique.,True
10184,voici le résultat du scrutin : nombre de votants 233 nombre de suffrages exprimés 226 majorité absolue 114 pour l'adoption 25 contre 201,False
13046,"… à partir des vrais chiffres et non à partir de sous-budgétisations. vous aurez un budget sincère, un budget qui correspondra ainsi au contrôle démoc",False
13058,"… je me suis rendu dans les locaux de l'asp, l'agence de services et de paiement, pour travailler avec l'ensemble de ses services et surtout pour éval",False
16367,"la parole est à mme laurence dumont, pour soutenir l'amendement no 418 rectifié.",True
16370,"merci, monsieur le président. « la ruse avilit la politique », disait étienne de jouy il y a plus de 200 ans – il pensait sans doute à m. bompard. plu",False
18295,"je vous annonce qu'à la demande du gouvernement et en application de l'article 95, alinéa 4, du règlement, l'assemblée nationale examinera par priorit",True
24839,"défendre la sécurité, c'est d'abord défendre nos libertés. tel est l'esprit dans lequel le groupe les républicains abordera ce débat capital et essent",True
24840,"d'abord, il y a urgence à sortir de l'état d'urgence, car si nous y restons, nous ne parviendrons pas à expliquer pourquoi nous n'avons pas réussi à é",True
24841,"nous suivons toujours ce « long chemin tragique » et nous ne pouvons, hélas ! en percevoir le terme. depuis ces dates tragiques – 7 janvier 2015, 13 n",True
24842,"par ailleurs, au sénat, une majorité républicaine a voté un texte dans l'intérêt général. le rejeter contredit ce qu'elle a réalisé avec vous, monsieu",True
24843,nous avons collectivement le devoir de répondre à cette situation. une guerre a été déclarée à notre nation. la france est en guerre à l'extérieur de ,True
24844,"dès lors, dans l'intérêt général et pour notre sécurité, monsieur le ministre d'état, mes chers collègues, nous ne voterons pas la motion de rejet pré",True
24847,"nous le savons, monsieur le ministre d'état, et nous partageons avec vous ce constat. nous savons aussi que vous êtes animé, comme nous tous, collecti",True
24849,"chaque jour, l'âme de la france est mise à rude épreuve par des barbares qui veulent détruire tout ce que nous sommes et tout ce que nous avons été, t",True
24850,"premièrement, nous avons indiqué en commission que nous sommes prêts à affronter ce débat en formulant des propositions, notamment au sujet du contrôl",True
24870,"nous devons ici, mes chers collègues, au moment où nous ouvrons ce débat essentiel, exprimer avec gravité et responsabilité notre reconnaissance à ceu",True
32424,"mais vous n'êtes plus au pouvoir ! monsieur le premier ministre, un homme politique a écrit ceci : « la vie politique est ainsi faite qu'elle oblige à",False
32447,très bien !,True
32450,"… et ce, quelles que soient les ressources dont disposent ses parents.",False
32452,"mme la ministre des solidarités et de la santé, mme buzyn, a présenté des priorités fortes en matière de politique familiale, que nous saluons et que ",True
32454,"il est, à nos yeux, essentiel de réparer l'erreur qu'a commise françois hollande en confondant politique sociale et politique familiale.",False
32455,c'est valls qui déteste les familles ! le groupe modem soutient la volonté du gouvernement de redonner à france une politique familiale forte et puiss,False
32467,c'est une erreur.,True
32468,"elle s'adresse à tous les parents qui élèvent seuls leurs enfants et qui rencontrent, plus que les autres, des difficultés à concilier vie professionn",True
32471,il y a toujours autant d'enfants pauvres – 3 millions.,True
32472,vous ne répondez pas à la question !,True
32473,… un soutien renforcé aux familles qui en ont le plus besoin et un véritable investissement dans la garde des enfants.,False
32474,ce n'est pas la question !,True
35568,l'ordre du jour appelle la discussion de la proposition de loi de m. arnaud viala et plusieurs de ses collègues visant à restaurer la compétitivité de,True
37438,"la parole est à m. didier martin, rapporteur pour avis de la commission des affaires économiques.",True
37441,"constatant que ces articles contiennent des dispositions fiscales qui sont de nature à dynamiser la reprise de notre économie, la commission des affai",True
59054,"monsieur le président, monsieur le ministre d'état, ministre de l'intérieur, chers collègues, les crédits de la mission « sécurités » pour 2018 montre",True
74876,"nous proposons, quant à nous, qu'un dialogue social performant se poursuive dans la durée. c'est la raison pour laquelle nous proposons de remettre en",True
89435,"en application de l'article 50, alinéa 4, du règlement, qui prévoit que la dernière séance de la journée s'achève à une heure du matin, je vais lever ",True
90000,pourquoi interdire à une collectivité de mettre en oeuvre une solution intelligente et adaptée à son territoire ? je rappelle que beaucoup de ces camp,False
94843,la mesure figure en seconde partie !,False
96924,"la parole est à mme valérie rabault, pour soutenir l'amendement no 60.",True
97160,"merci, madame la présidente !",True
101880,"… ou, au contraire, prendrez-vous des dispositions pour sanctionner ces occupations illégales ?",False
101894,soyez un peu honnêtes !,False
113665,la proposition d'un récépissé n'est donc pas la bonne solution. le groupe la république en marche votera la motion de rejet préalable.,True
125252,"chers collègues, ne vous inquiétez pas de la disparition du compteur du tableau d'affichage. en attendant que ce problème technique soit réglé, je peu",True
129977,"ce pas plus grand ne dérangera pas les militaires, eux qui ont l'habitude de marcher.",True
132167,iu,True
132168,"comme la prévention et la promotion de la santé doivent être mises en place le plus tôt possible, je focaliserai ma question sur la politique de préve",True
153616,merci.,True
153617,"… et, on l'aura compris, du plan de 10 % de régularisations ?",False
165714,"madame autain, je n'ai pas pour habitude de prendre part aux débats, mais je ne laisserai pas faire des mises en cause personnelles sans répondre. peu",False
165718,"… mais, s'agissant des nominations, depuis que je suis président de l'assemblée nationale, j'ai transmis aux présidents de groupe l'intégralité des no",False
165720,"pour ma part, j'ai tout fait avec les groupes. il y a de cela des traces écrites : courriers papiers et électroniques ; je vous les fournirai si vous ",True
188631,"la parole est à m. lionel causse, pour soutenir l'amendement no 1946.",True
218133,la séance est ouverte.,True
218136,"le parlement est réuni en congrès, conformément au décret du président de la république publié au journal officiel du 19 juin 2018.",False
218138,"l'ordre du jour appelle, en application de l'article 18, alinéa 2, de la constitution, la déclaration du président de la république. cette déclaration",False
218140,"monsieur le président de la république, au nom du congrès du parlement, je vous souhaite la bienvenue. monsieur le président de la république, vous av",False
218141,"monsieur le président du congrès, monsieur le président du sénat, monsieur le premier ministre, mesdames, messieurs les membres du gouvernement, mesda",False
218143,"je crois au bicamérisme, qui garantit une démocratie mieux équilibrée. je salue ici le travail accompli cette année par le sénat pour permettre que le",False
218145,"c'est donc une réforme de confiance, de renforcement de la représentation nationale. le parlement ainsi rénové aura le pouvoir de mener avec le gouver",False
218147,"oui, l'année écoulée aura été celle des engagements tenus. ce que nous avons dit, nous l'avons fait, dans le dialogue, en acceptant les désaccords, ma",False
218149,"c'est, au fond, l'affirmation et la proposition du projet français pour le xxie siècle. après tant de doutes, après tant d'incertitudes, il s'agit que",False
218151,"ce projet nous impose d'être solidaires. un peuple qui se défait, qui se disloque, se condamne lui-même à échouer. ce projet nous impose d'être justes",False
218153,mettons les choses dans l'ordre : ce projet ne peut être porté que si nous sommes forts et dotés d'une économique solide. c'est la réponse que nous de,False
218155,"une politique pour les entreprises, ce n'est pas une politique pour les riches ! c'est une politique pour toute la nation, une politique pour l'emploi",False
218157,"sinon comment, d'un côté, dénoncer les faiblesses de notre modèle économique, le capital qui quitterait les frontières nationales, et, de l'autre, cré",False
218159,"l'investissement est celui de la nation, celui de l'état avec un grand plan d'investissement de 50 milliards d'euros, mais doit aussi être celui de ch",False
218161,cela passe ainsi par l'implication directe des salariés dans la réussite de l'entreprise à travers un nouvel élan de la participation et de l'intéress,False
218163,"si l'on veut partager le gâteau, la première condition est qu'il y ait un gâteau… et ce sont les entreprises, rassemblant actionnaires, dirigeants et ",False
218165,"et il est impossible de prétendre distribuer quand on ne produit pas assez. l'argent qui s'investit, qui circule, qui crée de l'emploi n'est pas celui",False
218167,"libérer l'investissement en france par une fiscalité adaptée et compétitive, c'est ainsi faire revenir dans notre pays les investisseurs étrangers qui",False
218169,"il s'agit, là aussi, de nous confronter collectivement à nos propres contradictions. tout le monde souhaite la baisse des impôts – d'aucuns en proposa",False
218171,"en cette première année, beaucoup d'instruments ont été mis en place pour soutenir l'investissement et l'innovation à travers toute l'économie. je pen",False
218173,"contre ceux qui condamnaient l'agriculture française à la mortifère fuite en avant, dans une concurrence dévorante avec les grands pays de production ",False
218175,"cette politique de filières, que nous allons structurer et amplifier dans l'année qui vient, doit permettre de retisser les réseaux économiques et les",False
218177,"contre ceux, enfin, qui pensaient qu'il fallait choisir entre croissance et transition environnementale et climatique, nous avons décidé d'équiper nos",False
218179,"c'est pour cette même raison que, dans les semaines qui viennent, le gouvernement aura à présenter une stratégie ambitieuse pour réduire la pollution ",False
218181,"je l'affirme devant vous, représentants de la nation, la force de notre économie, quand nous l'aurons pleinement retrouvée, sera le socle même de notr",False
218183,"certaines ont déjà commencé à le payer, lorsque les classes populaires et les classes moyennes se sont réveillées pour rappeler à leurs dirigeants que",False
218185,"c'est cela qui m'obsède : le modèle français de notre siècle, le réel modèle social de notre pays doit choisir de s'attaquer aux racines profondes des",False
218187,"oui, à mes yeux, le coeur même d'une politique sociale, celle que nous devons porter, n'est pas d'aider les gens à vivre mieux la condition dans laque",False
218189,"le pilier premier de la politique sociale à laquelle je crois est l'émancipation de chacun, qui libère du déterminisme social et qui s'affranchit des ",False
218191,les enfants déscolarisés à cet âge-là ne rattrapent plus leur retard de socialisation et d'apprentissage. or ce sont les enfants des milieux modestes ,False
218193,"on y distribue, en effet, de façon différenciée, le savoir fondamental : lire, écrire, compter, se comporter. la réforme de l'orientation assure des c",False
218195,"l'émancipation passe aussi par le mérite et par le travail. il y a un an, les entreprises n'avaient pas les moyens d'embaucher ; désormais, elles les ",False
218197,nous mettons ainsi au coeur du système le jeune et son maître d'apprentissage et nous reconstruisons tout autour d'eux avec un seul objectif : en fini,False
218199,"l'émancipation par le travail suppose, en effet, cet investissement dans les compétences. encore faut-il savoir de quels emplois nous parlons. là auss",False
218201,"or je crois qu'il y a, là aussi, une voie française : celle qui permet de conjuguer en même temps le progrès économique et le progrès social.",False
218203,"c'est pourquoi je souhaite que les partenaires sociaux révisent les règles de l'assurance chômage afin que, dans cette période de reprise économique, ",False
218205,"le projet de loi pour la liberté de choisir son avenir professionnel sera modifié en ce sens dans les prochains jours, et ces règles seront négociées ",False
218207,"nous avons besoin d'un nouvel aménagement économique, qui soit un aménagement de projets – vous le savez bien, vous qui êtes ici présents. je ne revie",False
218209,"là aussi, nous avons le droit de proposer à nos concitoyens mieux que le bégaiement de querelles que nous ne connaissons que trop.",False
218211,"le progrès social, s'il découle de l'émancipation individuelle et de la capacité de chacun à se hisser au sein de la société grâce à l'école, au mérit",False
218213,"ce sera un état providence émancipateur, universel, efficace, responsabilisant, c'est-à-dire couvrant davantage, protégeant mieux et s'appuyant sur le",False
218215,"nous devons protéger nos concitoyens non selon leur statut ou leur secteur d'activité, mais de manière plus juste, plus universelle. dès cette année, ",False
218217,"à cet égard, faire croire que nous voudrions supprimer les pensions de réversion est une rumeur malsaine qui ne vise qu'à faire peur.",False
218219,je le dis clairement : rien ne changera pour les retraités d'aujourd'hui.,False
218221,"rien ! et cela, pour une raison simple : pour la première fois, on n'a pas choisi de réaliser des économies sur le dos des retraités d'aujourd'hui ou ",False
218223,"qui ne croit plus au système de retraite aujourd'hui ? ce sont les jeunes, parce qu'ils pensent que ce système ne permettra pas de financer leur propr",False
218225,"c'est sur la mise en place de ce système unique, transparent et juste que vous aurez à discuter, travailler et voter au cours de la prochaine année. l",False
218227,"cet état providence devra, enfin, être plus civique et responsabilisant. la solidarité nationale est financée de plus en plus par l'impôt. les disposi",False
218229,"cette réforme a permis d'accroître le pouvoir d'achat des travailleurs, tout en préservant la compétitivité et en garantissant le maintien des droits.",False
218231,"c'est en contribuant, chacun selon ses possibilités, que l'on devient citoyen. c'est pourquoi nous allons transformer notre système de solidarité pour",False
218233,c'est cette philosophie qui sera mise en oeuvre dans le cadre de la réforme de l'assurance chômage et de la réforme des minima sociaux. la solidarité ,False
218235,nous investirons pour sortir les enfants de la pauvreté et de ses conséquences dramatiques. nous déploierons en particulier une action à l'endroit des,False
218237,"les plus fragiles, ce sont encore nos concitoyens qui vivent en situation de pauvreté. la stratégie de lutte contre la pauvreté sera présentée en sept",False
218239,"je veux une stratégie de lutte contre la pauvreté qui ne permette pas à nos concitoyens pauvres de vivre mieux, mais bien de sortir de la pauvreté, un",False
218241,"les plus fragiles, ce sont enfin les plus âgés, vivant en situation de dépendance. là se niche l'angoisse des personnes âgées et de leurs familles. no",False
218243,"ce que nous avons vu émerger ces dernières années, c'est un nouveau risque social, auquel nous serons tous et toutes confrontés. une partie de l'angoi",False
218245,"nous devons venir au secours des familles, organiser les choses différemment, répondre aussi aux besoins des personnels des établissements d'hébergeme",False
218247,"l'année 2019 y sera consacrée, et je souhaite que soit votée durant cette année une loi qui le permette.",False
218249,il est cependant certain que répondre aux peurs contemporaines n'impose pas seulement une action économique et sociale. nous vivons dans un pays qui r,False
218251,"c'est pourquoi il nous faut restaurer l'ordre et le respect républicains,",False
218253,"c'est-à-dire restaurer cette idée que la démocratie n'est pas un espace neutre ouvert à tous les relativismes, mais d'abord la reconnaissance partagée",False
218255,"la réforme de la procédure pénale permettra d'aller plus loin, et d'alléger les charges inutiles pour nos policiers et nos gendarmes comme pour nos ma",False
218257,"pendant ces derniers mois, nous avons aussi mis fin aux occupations illégales du domaine public auxquelles nous nous étions trop habitués depuis des a",False
218259,"la sécurité recouvre également la lutte contre le terrorisme. sur ce point, nous avons poursuivi les transformations indispensables et réarmé notre or",False
218261,"comme à nos forces de sécurité intérieure qui, avec courage et calme, assurent la protection de nos concitoyens.",False
218263,"au-delà de la sécurité, l'ordre républicain est fondé sur un système de droits et de devoirs dont chaque citoyen est le dépositaire et que nous devons",False
218265,"mais nous le ferons aussi par le service national universel, qui sera précisé d'ici à la fin de l'année, à l'issue d'une nécessaire consultation. depu",False
218267,"la société républicaine que nous voulons est une société du respect et de la considération. nous l'avons constaté pendant la campagne présidentielle, ",False
218269,"ce combat, souvenez-vous, a d'abord surpris. à certains, il avait même pu paraître dérisoire lorsque, dès avant mon élection, je m'étais engagé à en f",False
218271,"mais nous avons, ce faisant, précédé un mouvement mondial. la france, lorsque ce mouvement a surgi chez nous, était prête et consciente. de cela, nous",False
218273,"c'est, du reste, ce qui s'est aussi produit dans des territoires entiers, enfermés dans le mépris et la condescendance. notre politique pour les quart",False
218275,"l'ordre républicain, c'est aussi cette nécessité de ramener dans le giron de la république des pans de la société qui s'en sont éloignés. la républiqu",False
218277,"la laïcité, du reste, commande qu'elle n'ait pas à en connaître et veut simplement que soit garantie à chacun la liberté de croire ou de ne pas croire",False
218279,"mais il y a une lecture radicale et agressive de l'islam, qui se fixe pour but de mettre en cause nos règles et nos lois de pays libre et de société l",False
218281,il faut que tout le monde sache que nulle mise en cause de ces principes ne peut être acceptée sur le fondement d'un dogme religieux.,False
218283,"la laïcité, c'est le respect réciproque : respect de la société et de l'état à l'égard des croyants ; respect des croyants à l'égard de la société et ",False
218285,"je sais que l'immense majorité de nos concitoyens musulmans le savent, le partagent, l'approuvent et sont prêts à participer à cette affirmation de no",False
218287,"nous le ferons avec les français dont c'est la confession et avec leurs représentants. l'ordre public, la civilité ordinaire, l'indépendance des espri",False
218289,"cette démarche avait été différée au nom de cette idée que tout se vaut et qu'au fond, notre pays n'est qu'un assemblage chaotique de traditions et de",False
218291,"cet ordre républicain, enfin, se construit dans la cohésion nationale et donc dans le rapport à l'autre : l'étranger. la peur que nous devons entendre",False
218293,"il n'y a qu'une voix exigeante, celle de la république et de la coopération en europe. elle passe par une politique que nous devons repenser, à laquel",False
218295,"cette jeunesse qui quitte l'afrique aujourd'hui pour prendre tous les risques et qui n'a pas droit, dans une large majorité, à l'asile, c'est la jeune",False
218297,"la deuxième de nos réponses passera par un renforcement de nos frontières communes en europe – un investissement assumé que la france porte, un invest",False
218299,elle sèmera la division en europe. toute politique qui voudrait mélanger toutes les situations et ne pas voir qu'il en existe aujourd'hui de différent,False
218301,"cet ordre républicain auquel nous croyons est le fondement d'une nation d'hommes et de femmes libres. il repose sur une tension éthique permanente, ce",False
218303,depuis quand n'avions-nous pas attendu les crises pour avancer concrètement ? cette europe-là n'est pas incantatoire ni éloignée. elle prend en charge,False
218305,"ni les défis commerciaux, ni les défis du climat, ni les défis de la défense, ni les défis économiques et monétaires ne peuvent se relever dans l'isol",False
218307,c'est au coeur de ces interrogations que se joue l'europe de demain. elle sera nécessairement une europe des peuples. peut-être les vingt-huit peuples,False
218309,"nous en avons pour au moins une décennie. ce sera difficile, mais le combat est clairement posé. il sera au coeur des enjeux des élections européennes",False
218311,"la crise que nous traversons nous dit une chose : l'europe des assis, l'europe des assoupis est terminée.",False
218313,"un combat est en train de se livrer, qui définira le projet de l'europe à venir : celui d'un repli nationaliste ou celui d'un progressisme contemporai",False
218315,"tel est, mesdames et messieurs, le cap que je fixe à la france. vous l'aurez compris, je souhaite renouer avec ce projet français que nous avons perdu",False
218317,"pour mener ce projet, nous partons du réel. nous ne nous alourdirons pas d'idées préconçues, de clivages recuits, d'idées surannées. le progrès, la di",False
218319,"notre seule idéologie, c'est la grandeur de la france, n'en déplaise à certains",False
218321,"et ce que nous construisons, n'en déplaise aux adeptes de l'immédiat, nous le faisons pour aujourd'hui, mais aussi pour demain, c'est-à-dire pour la j",False
218323,"pour qu'elle grandisse dans un pays où elle puisse choisir sa vie, ressentir pleinement cette appartenance qui fait la force d'un peuple et contribuer",False
218325,"merci, monsieur le président de la république.",False
218327,"mesdames et messieurs les députés, mesdames et messieurs les sénateurs, je vais suspendre la séance quelques instants pour raccompagner le président d",False
218329,la séance est reprise.,True
218331,l'ordre du jour appelle le débat sur la déclaration du président de la république. je vous rappelle que l'orateur désigné par chaque groupe dispose d',False
218332,"monsieur le président du congrès, monsieur le président du sénat, monsieur le premier ministre, mesdames et messieurs les membres du gouvernement, che",False
218334,"depuis un an, nous n'avons rien cédé, ni à la tentation de l'immobilisme ni à celle du renoncement. le travail accompli le démontre, nous sommes en ma",False
218336,"dès la première année, la feuille de route de la majorité présidentielle a été scrupuleusement respectée. et que chacun en soit convaincu : notre volo",False
218338,"nous irons plus loin, car le contrôle de l'exécution des lois et l'évaluation des politiques publiques sont indissociables de notre conception du mand",False
218340,"avec les ouvriers, les paysans, les salariés, les enseignants, les commerçants et artisans, les fonctionnaires, les professions libérales et les entre",False
218342,"la meilleure, la plus juste, la plus efficace des protections sociales, c'est de faire baisser le chômage et de protéger, dans la dignité, nos compatr",False
218344,"une bonne politique sociale consiste à prévenir les inégalités et pas seulement à les corriger, à s'attaquer à leurs racines et pas seulement à leurs ",False
218346,"cette compréhension toute évidente que la bretagne n'est pas l'alsace, qui elle-même n'est pas la corse, qui elle-même n'est pas l'île de la réunion, ",False
218348,"dans notre république laïque, notre société est traversée par des débats éthiques et philosophiques dont le parlement aura à se saisir pour les faire ",False
218350,"il y va de notre bien commun et de la préservation de l'humanité. c'est aussi une obligation pour tous les peuples qui, sans développement vertueux, s",False
218352,"la parole est à m. bruno retailleau, pour le groupe les républicains du sénat.",False
218353,"monsieur le président du congrès, monsieur le président du sénat, monsieur le premier ministre, mesdames et messieurs les ministres, chers collègues, ",False
218355,"s'ils doutent, c'est parce qu'ils n'ont rien oublié, ni les promesses présidentielles, ni cette impatience française qu'emmanuel macron avait diagnost",False
218357,"qu'en est-il ? vous avez confondu la transformation avec la communication et, au nom de l'émancipation des français, vous avez pris le risque de diste",False
218359,"malgré la mélodie des discours habiles, y a-t-il eu transformation ? oui, il y a eu quelques avancées,",False
218361,"mais de transformations, trop peu ! comme hier, la france est championne pour la dépense publique et pour les prélèvements obligatoires. comme on dit ",False
218363,"comme hier, vous avez négligé le déclassement de la compétitivité française ; bien sûr, vous avez consenti un petit vent de liberté à nos entreprises,",False
218364,merci de le reconnaître !,True
218365,… mais vous allez réussir ce tour de force de les transformer en collecteurs d'impôt avec cette toquade technocratique qu'est le prélèvement à la sour,False
218367,"comme hier, vos initiatives fiscales ont été aussi désordonnées qu'injustes : d'un côté, l'augmentation de la csg, touchant y compris les retraités le",False
218369,"les français et les européens veulent une autre europe, une europe qui les protège des chocs migratoires et qui protège leurs emplois. ils ne veulent ",False
218371,"d'abord, le lien entre les générations, à travers les attaques répétées contre la politique familiale et l'opposition entre les actifs et les retraité",False
218373,"ensuite, vous fragilisez le lien avec les territoires, ces petites patries charnelles dont parlait péguy, ces petites républiques affectives dont aura",False
218375,"tout n'est que recentralisation vers paris : les compétences, l'apprentissage, la politique budgétaire et fiscale,",False
218377,la politique du logement… vous vous apprêtez de surcroît à nous proposer une révision constitutionnelle qui affaiblira la représentation de nos territ,False
218379,"lesquelsont pourtant déjà perdu leurs instituteurs, leurs commerçants et leurs facteurs.",False
218381,"monsieur le premier ministre, depuis cinquante ans, jamais les maires n'ont été aussi proches du désespoir. entendez-les, car ils constituent la trame",False
218383,"ce lien, vous le distendez au risque de favoriser un phénomène que vous voulez pourtant combattre : le glissement d'une république des citoyens vers u",False
218385,"si nous voulons lutter contre ces poisons, il faut d'abord une parole publique claire. or où est la clarté lorsque le président de la république peut ",False
218387,"la parole est à m. christian jacob, pour le groupe les républicains de l'assemblée nationale.",False
218388,"monsieur le président du congrès, monsieur le président du sénat, monsieur le premier ministre, mesdames et messieurs les ministres, mes chers collègu",False
218390,"le président de la république a choisi de parler beaucoup, beaucoup de lui et beaucoup à votre place, monsieur le premier ministre, car c'est vous qui",False
218392,"il a également choisi de parler très peu de la constitution, alors que c'est lui et lui seul qui a décidé de mobiliser le parlement sur ce sujet penda",False
218394,"il est temps, mes chers collègues, de lever la tête ! lever la tête, c'est commencer par dire que la révision constitutionnelle que nous propose le ch",False
218396,"depuis 1974, tous les présidents de la république – et particulièrement nicolas sarkozy, comme le montre la révision constitutionnelle de 2008 –",False
